startdate,enddate,status,progress,durationinseconds,finished,recordeddate,responseid,externalreference,distributionchannel,userlanguage,prolific_pid,jobsatisfacton_job,writingtasks_job,usedgpt_job,whatused_for_job,usefulness_job,chatgpt_wtp_job,usedgpt_whynot_job,usedgpt_whynot_job_4_text,why_notuseful
2023-02-15 11:52:37,2023-02-15 11:54:41,0,100,123,1,2023-02-15 11:54:41,R_1jqrj5RRLUeQsdB,*******,anonymous,EN,2baaf3a40627effe4e0ce6db9c3b64114a5e500a91a52581ca44d5886fb13d2e,10,Summary reports. Itemizing sales receipts,1,"I have only used it to test it out. I rarely use it for work purposes yet. However, I have given the idea thought to help me in my drop shipping business by finding products consumers want faster. ",1,0,,,
2023-02-15 11:50:33,2023-02-15 11:55:26,0,100,293,1,2023-02-15 11:55:27,R_28zFirjchwqauEV,*******,anonymous,EN,4f7bdbc72184cf1a91d4e2b753a36bd149023fb8cb1bb590c21d2f7674be74a9,7,"I do a little bit of a lot of different things. Lately, I've had jobs writing grant proposals for a local school district, I've written and edited essays on a variety of topics and done tech journalism in the form of product reviews.",1,"I solely use ChatGPT for editing purposes or to think of ways to rephrase or expand upon thoughts. I try not to use the text it gives at all in my own work, but it serves a wonderful purpose as an idea giver and expounder. ",4,5,,,
2023-02-19 08:10:00,2023-02-19 08:11:43,0,100,102,1,2023-02-19 08:11:44,R_3Pi8kqyi1NMY7Su,*******,anonymous,EN,a34781bc96e37c08352b043cec07ee7435c1dd6820f580ff56a02e6013a3ae7b,9,"write about product discriptions, write about my opinions on different topics",2,,,,3,,
2023-03-10 09:19:05,2023-03-10 09:21:07,0,100,122,1,2023-03-10 09:21:07,R_1d4EOZ394bGZ3W1,*******,anonymous,EN,a23a18f21ad31d1658a401c05ec6251edee733a6b218412931f7779d85449292,4,"Writing Slack posts, sending emails, writing marketing copy for campaign messaging, writing presentation talk tracks",1,I use this mainly for marketing copy on emails. I tell chatGPT to go on my company website and to write copy within a character count for a new product.,3,10,,,
2023-02-15 11:49:22,2023-02-15 11:50:46,0,100,84,1,2023-02-15 12:05:48,R_3HY3RgRdBvDlS5H,*******,anonymous,EN,0def0286122a11be5e0a4f2a8c3e85d8b6cf51a5d6240720bbdf1fe0999e583a,7,"Writing emails to other members of my team, writing reports on our projects, writing to clients, writing pieces for the webpage",2,,,,1,,Not personal enough
2023-02-27 15:42:52,2023-02-27 15:43:28,0,100,35,1,2023-02-27 15:43:29,R_3Gfk3sMUuNHH5W9,*******,anonymous,EN,11402355de38de4b2840c4f2158dcfdcfddacaf44740aa6ba8e4d8baf09e56d7,5,"Writing code, writing explanations of code and data structures",2,,,,3,,
2023-03-13 02:56:56,2023-03-13 03:00:13,0,100,196,1,2023-03-13 03:00:13,R_xhCXNmE1VWWBeOR,*******,anonymous,EN,50b9046f5fe0c6d844ceb2d96f2fe7583b4a598aa752ef4a24db3e74fce3af61,10,"As a marketer, some of the typical writing tasks i do may include: Developing marketing plans and strategies Creating content for various channels: social media, blog articles, email newsletters, product descriptions Writing copy for advertisements, both online and offline Creating sales collateral such as brochures, one-pagers, and white papers Drafting press releases and media pitches",2,,,,4,Ididnt think of it,
2023-03-02 09:20:22,2023-03-02 09:25:31,0,100,309,1,2023-03-02 09:25:33,R_3KvXTvVQ722wOVT,*******,anonymous,EN,2abbb6b73d2eeb9594a18d2e9c749b6ba7b41ae54df21b9ccf9927924a9a7661,8,"As a manager, I do specifically setting goals and objectives, managing budgets and resources, developing and implementing strategies and so on.",2,,,,1,,"I think ChatGPT doesn't fulfill my mindful of thoughts. It is a bot, not human."
2023-03-02 13:19:44,2023-03-02 13:33:13,0,100,809,1,2023-03-02 13:33:14,R_3sgBl9Cvb83LigY,*******,anonymous,EN,dcffbb4f307e1f6a97900bd8fed2efc5260dfe987fbe71015f5eee9ae5a1d782,10,I work at a restaurant and work at the register.,2,,,,1,,I am talking to customers in real time
2023-03-17 20:16:29,2023-03-17 20:17:09,0,100,40,1,2023-03-17 20:17:09,R_bdxDdMiIodDOlNf,*******,anonymous,EN,01a1d3640cf0c927eefb1e3b166eec7ba2cc1fb25844b49dd1b4935f839a53d1,4,reports for trips,2,,,,1,,because my reports are data based on my trips
2023-02-26 11:15:18,2023-02-26 11:16:52,0,100,93,1,2023-02-26 11:16:52,R_33xLhDmJ0B8ZMP4,*******,anonymous,EN,0bdb0e3a90f748cbf6ad7734cd355e7eb679da6668f635fc1221866f27d0d5b3,8,Create a workflow diagram to document the current business process and develop a system requirements document to outline the needs of the stakeholders,2,,,,2,,
2023-02-27 10:44:16,2023-02-27 10:44:47,0,100,30,1,2023-02-27 10:44:48,R_1hywL65Gafp3ggZ,*******,anonymous,EN,581228ce5c3e787845a65d7083df0ec2d49c7eabfbac3d49d8e9b5beee8192d1,5,Email composition mostly,2,,,,1,,Personalization
2023-02-26 10:35:53,2023-02-26 10:36:35,0,100,41,1,2023-02-26 10:36:35,R_3KvVHGfaxNtbBbb,*******,anonymous,EN,80cdfd4516291484925f06d2a63b88a094f2d4d58c9492f462ae41d259745aae,10,I issue demands for settlement to insurance companies for personal injury cases,2,,,,1,,We need to ensure we use particular language since it’s for legal purposes
2023-02-23 15:51:23,2023-02-23 15:52:03,0,100,39,1,2023-02-23 15:52:04,R_2TRl6vHXwKaVs7L,*******,anonymous,EN,b23f3e88e68a10a332a8e7eee939b578597cf799ea2219c56b47af2b344ff149,8,Send multiple emails write presentations and summaries,2,,,,2,,
2023-04-10 04:58:29,2023-04-10 04:59:29,0,100,60,1,2023-04-10 04:59:29,R_XOeJxgYBp7KwvSN,*******,anonymous,EN,eb461fb77250e19c36bd9de75e32368c62f30880a72da4fa67ed5cde126119f4,10,Reports,2,,,,1,,Since it has a database of prior to 2021
2023-03-01 19:03:26,2023-03-01 19:05:14,0,100,107,1,2023-03-01 19:05:14,R_C3KkFHfjYbGHjEt,*******,anonymous,EN,a99de1a8f202110ac2b7a41b54fed5bcc8d9b7f514bb9eb07950d3b4579b35b1,9,"Knowledge base articles, coaching/correction, company informational memos, standard operating procedures.",2,,,,4,Combination of it being down and I haven't felt the need to use it yet. I've used it for non-work purposes as a test and was extremely surprised with how well it performed,
2023-03-04 10:00:59,2023-03-04 10:04:53,0,100,234,1,2023-03-04 10:04:53,R_2BgMLOLJS5H5ELE,*******,anonymous,EN,84ed3e657053319a64c4aad35726b243cdce65836b7c51a28e132e9f30abdd03,8,The type of writing tasks that we normally use are by hand and run. But usually they are on the computer,2,,,,3,,
2023-02-26 11:44:26,2023-02-26 11:50:06,0,100,340,1,2023-02-26 11:50:06,R_1mz6YP9ZxDNGw3E,*******,anonymous,EN,8c789f799828a39e17673dfe411ddd43f289a4090b11e453560a3befe1d15aa2,7,My writing tasks for work usually deals with the suppliers my company uses. I deal with issues such as how reliable their deliveries are and if if the materials they send met our company's specifications. Also I write about other potential suppliers our company can use.,2,,,,2,,
2023-02-26 13:36:15,2023-02-26 13:37:04,0,100,48,1,2023-02-26 13:37:04,R_3GwvUS1SGRF9sF0,*******,anonymous,EN,e7578796530238d0c4ff87fede2b45b4a2db9ae7775d2894e2e5d8dfbf01e113,8,"Articles for clients, short stories, novels.",2,,,,4,Didn't occur to me to use it. Don't care to use it.,
2023-03-01 19:57:30,2023-03-01 20:06:26,0,100,535,1,2023-03-01 20:06:27,R_6FiyxXNZWlJtTKV,*******,anonymous,EN,79c36d19405a611a2e3f5e9fe5c7d129dc38dbdc6210a6010241e76104d9f02d,10,"I do the following as a sales personnel: Sales proposals: Writing proposals that outline the benefits of a product or service, pricing options, and terms and conditions. Sales emails: Writing emails to prospects or clients to introduce new products, follow up on previous communications, or provide additional information. Sales scripts: Creating scripts to guide sales conversations and ensure consistent messaging across the sales team. Sales letters: Writing persuasive letters to potential customers to encourage them to make a purchase or schedule a sales call. Sales reports: Creating reports that analyze sales data, identify trends, and provide insights to help the sales team improve their performance. Sales presentations: Developing presentations that showcase products or services and persuade potential customers to make a purchase.",1,for summarizing texts and help me in generating reports,5,2,,,
2023-03-01 18:50:07,2023-03-01 18:50:41,0,100,33,1,2023-03-01 18:50:41,R_1ohAi9q0lPyH4RW,*******,anonymous,EN,1a067c0c6b3bb5e476eb95ddbcbd25d28ea8d1b2cb81ea0fcd24310345c27ac9,7,Write emails ,2,,,,1,,I don’t write much 
2023-03-07 09:38:23,2023-03-07 09:39:47,0,100,84,1,2023-03-07 09:39:51,R_1f93JGPvMD0dS9L,*******,anonymous,EN,68aa67ac6103ff9d249dcd2031f0607d19c2da14ad28c5195feb10e265919733,7,Write emails about updates and responses to customers and coordinate events. Updating policies and memorandums. ,1,Just to provide some level of framework and thoughts for emails and memos. ,5,5,,,
2023-03-07 05:33:13,2023-03-07 05:34:05,0,100,51,1,2023-03-07 05:34:06,R_3efAbonbYJdqE4T,*******,anonymous,EN,bde2ace351d3026440c34d1a3d553913cd7218d1e2f6156b67336787ce5372f6,7,I have to fill out reports about the day and the meetings I have. ,2,,,,3,,
2023-03-01 19:23:20,2023-03-01 19:24:20,0,100,59,1,2023-03-01 19:24:21,R_3HvMi3E1GIHI63K,*******,anonymous,EN,e39d213243fabdeca7c90c2b02f0b47d06ce7863d9ab13181d660e88b65d3e29,9,proposals all day,1,I ask for opnions and facts,2,5,,,
2023-03-11 09:45:15,2023-03-11 09:46:41,0,100,86,1,2023-03-11 09:46:41,R_OiJEcXFKkVniWbL,*******,anonymous,EN,24c9f219cd3f39199a2b438e2e4dc2edcfe816b37d6ad8c7e3dc4c5143c131ca,3,"As a freelance writer, most of my tasks are writing tasks.",1,ChatGPT is great for generating a base text to work off of.,5,15,,,
2023-03-10 02:59:11,2023-03-10 03:05:56,0,100,404,1,2023-03-10 03:05:56,R_6KD4vLppdwzIVxf,*******,anonymous,EN,44d3038edf9b1aa5b4b91daf76ecc68a51d2bd9e4030ade1031436bf1e0accfa,8,"Content creation: This involves writing blog posts, articles, social media updates, and other types of content to attract and engage potential customers. Email marketing: Writing email campaigns to promote products or services, build relationships with subscribers, and encourage conversions. Copywriting: Crafting persuasive, engaging copy for advertisements, landing pages, product descriptions, and other marketing materials. SEO writing: Writing content that is optimized for search engines, with keywords, meta tags, and other elements that help improve search engine rankings. Social media management: Creating and curating content for social media platforms, writing captions, and engaging with followers.",1,"Content creation: I use ChatGPT to generate ideas for blog posts, articles, or social media updates, or to generate headlines, product descriptions, or email subject lines. Lead generation: I use ChatGPT to engage with potential customers, ask qualifying questions, and gather contact information to build your sales pipeline. Customer support: We sometimes use ChatGPT to answer frequently asked questions, troubleshoot issues, or provide product or service recommendations to customers. Personalization: I use ChatGPT to deliver personalized content or product recommendations to customers based on their preferences, behavior, or other data. Market research: You can use ChatGPT to gather insights from customers, such as feedback on products or services, opinions on industry trends, or suggestions for new features.",4,5,,,
2023-03-05 12:07:06,2023-03-05 12:13:30,0,100,383,1,2023-03-05 12:13:30,R_22PN22nC3OfjMkT,*******,anonymous,EN,2467da8df8ac56cb9025b538cafdf835814d03ddd7191c9f905e07b013e96876,10,"I typically do a variety of writing tasks, including developing content strategy, creating blog posts, crafting email campaigns, writing press releases, creating website copy, and creating social media posts. I also edit and proofread content, and provide feedback on other writers work. Additionally, I often research topics and create comprehensive reports",1,"I use ChatGPT for a variety of tasks, including generating creative content, providing feedback on draft documents, summarizing text, and creating software. In general, I use the chatbot to provide additional insights and perspectives that I may not have had before, as well as to save time on tedious and time-consuming tasks",5,5,,,
2023-03-04 07:20:15,2023-03-04 07:23:41,0,100,206,1,2023-03-04 07:23:42,R_2SDGq8SxwmFiepJ,*******,anonymous,EN,a516f804aea5f7e504bf07353449d5a79c6085caa976925ecd6a7635a6a6e440,10,I am director of Finance in my organization sometime I write the email abut different meetings to  the employees and some time I write the draft to the different subordinates  ,2,,,,3,,
2023-03-01 20:51:50,2023-03-01 20:52:41,0,100,50,1,2023-03-01 20:52:42,R_tQHwiDDoROJwW7n,*******,anonymous,EN,5ac105287f1b812ecb542ec104077ae5e1fdb4deb76d3918ee27dd9e859a5a3c,7,"Writing donor appeals, routine emails to coworkers and benefactors",2,,,,4,"Unethical in my view, although I can see where it would be very helpful",
2023-03-07 17:44:52,2023-03-07 17:45:50,0,100,57,1,2023-03-07 17:45:50,R_OvWYBXYgDzk7gR3,*******,anonymous,EN,ef87a1a4e8768aa829ad337a207322abc8ff150bebcee159e5ddff1a2d598638,10,"I write emails, synthesize literature, write out strategies",1,I ask ChatGPT to rewrite certain phrases for clarity.,2,0,,,
